AC-001,Mansion Foyer,Premier,Action,30,null,null,You get +2 Cards
AC-002,Deadly Aim,Premier,Action,50,null,null,You get +20 ammo. All weapons played this turn get +10 damage
AC-003,Shattered Memories,Premier,Action,20,null,null,Trash up to two cards from your discard pile. Then~ trash this card 
AC-004,Escape from the Dead City,Premier,Action,70,null,null,You get +1 card and +2 actions
AC-005,Reload,Premier,Action,50,null,null,You get +20 ammo. Return one weapon from your discard pile to your hand
AC-006,The Merchant,Premier,Action,50,null,null,You get +10 gold~ +1 card~ and +1 buy
AC-007,Umbrella Corporation,Premier,Action,50,null,null,You get +2 cards. Put one card from your hand on top of your inventory
AC-008,Back to Back,Premier,Action,30,null,null,You get +10 gold and +1 action. If one of your characters is attacked~ you may discard this card to give one weapon being used -20 damage this turn  
AC-009,Item Management,Premier,Action,30,null,null,Trash one ammunition card. Gain an ammunition card that costs up to 30 gold more than the trashed card
AC-010,Ominous Battle,Premier,Action,60,null,null,You get +10 gold and +3 cards. Then~ trash a card from your hand
AC-011,Master of Unlocking,Premier,Action,30,null,null,You get +1 action. Each other player reveals the top card of his inventory. You may gain one revealed weapon. Then~ discard all the other revealed cards
AC-012,Struggle for Survival,Premier,Action,30,null,null,You get +1 action and +1 explore. You may discard this card to reduce the damage of one weapon being used with a cost of 40 gold or less to 0 
AC-013,Partners,Alliance,Action,30,null,null,You get +20 ammo and +2 actions. Attach this to your partner if you have one. If this card is attached to your partner at the beginning of the turn~ you get +1 action during this turn
AC-014,Star-Crossed Duo,Alliance,Action,40,null,null,You get +2 cards and +1 buy. Attach this card to your partner if you have one. When your character explores~ if your partner is leading with this card attached~ one of your partner's weapons deals +10 damage this turn
AC-015,Great Ambition,Alliance,Action,50,null,null,You get +10 gold and +1 action. If you have no partner~ you get +2 cards
AC-016,Archrival,Alliance,Action,30,null,null,You get +2 cards. All players discard down to one or fewer cards attached to their partners
AC-017,Fierce Battle,Alliance,Action,80,null,null,You get +4 cards. Choose another player. That player gets +1 card.
AC-018,Uroboros Injection,Alliance,Action,60,null,null,You get +2 actions and +1 buy. During another player's turn~ you may trash this card to give +20 health to a revealed infected of your choice
